Species	Change	Locus_tag	COG_categories	COG_numbers	KO_numbers	COG_annotations
R. intestinalis	DOWN	ROSINTL182_RS06905	[M] Cell wall/membrane/envelope biogenesis - [I] Lipid transport and metabolism	COG1887	KO:K09809	CDP-glycerol glycerophosphotransferase, TagB/SpsB family
R. intestinalis	DOWN	ROSINTL182_RS06955				
R. intestinalis	UP	ROSINTL182_RS07065	[M] Cell wall/membrane/envelope biogenesis	COG1091	KO:K00067	dTDP-4-dehydrorhamnose reductase
R. intestinalis	UP	ROSINTL182_RS07070	[T] Signal transduction mechanisms - [G] Carbohydrate transport and metabolism	COG1925	KO:K11189	Phosphotransferase system, HPr and related phosphotransfer proteins
R. intestinalis	UP	ROSINTL182_RS07095				
R. intestinalis	UP	ROSINTL182_RS07100				
R. intestinalis	UP	ROSINTL182_RS07195				
R. intestinalis	UP	ROSINTL182_RS07250	[K] Transcription	COG2207		AraC-type DNA-binding domain and AraC-containing proteins
R. intestinalis	UP	ROSINTL182_RS07310	[K] Transcription	COG0583		DNA-binding transcriptional regulator, LysR family
R. intestinalis	DOWN	ROSINTL182_RS07445	[T] Signal transduction mechanisms	COG2199		GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
R. intestinalis	DOWN	ROSINTL182_RS07480	[K] Transcription	COG1609	KO:K02529	DNA-binding transcriptional regulator, LacI/PurR family
R. intestinalis	DOWN	ROSINTL182_RS07505				
R. intestinalis	UP	ROSINTL182_RS07540	[P] Inorganic ion transport and metabolism	COG0614	KO:K02016	ABC-type Fe3+-hydroxamate transport system, periplasmic component
R. intestinalis	UP	ROSINTL182_RS07545	[H] Coenzyme transport and metabolism	COG0007	KO:K02302	Uroporphyrinogen-III methylase (siroheme synthase)
R. intestinalis	UP	ROSINTL182_RS07780				
R. intestinalis	UP	ROSINTL182_RS07845			KO:K01449	
R. intestinalis	UP	ROSINTL182_RS07915	[R] General function prediction only	COG0488	KO:K06158	ATPase components of ABC transporters with duplicated ATPase domains
R. intestinalis	DOWN	ROSINTL182_RS08105				
R. intestinalis	UP	ROSINTL182_RS08255	[V] Defense mechanisms	COG1566		Multidrug resistance efflux pump
R. intestinalis	UP	ROSINTL182_RS08265	[V] Defense mechanisms	COG0577	KO:K02004	ABC-type antimicrobial peptide transport system, permease component
R. intestinalis	DOWN	ROSINTL182_RS08410	[K] Transcription	COG1278	KO:K03704	Cold shock protein, CspA family
R. intestinalis	DOWN	ROSINTL182_RS08440				
R. intestinalis	UP	ROSINTL182_RS08455	[K] Transcription	COG1420	KO:K03705	Transcriptional regulator of heat shock response
R. intestinalis	UP	ROSINTL182_RS08460	[O] Posttranslational modification, protein turnover, chaperones	COG0576	KO:K03687	Molecular chaperone GrpE (heat shock protein)
R. intestinalis	UP	ROSINTL182_RS08465	[O] Posttranslational modification, protein turnover, chaperones	COG0443	KO:K04043	Molecular chaperone DnaK (HSP70)
R. intestinalis	UP	ROSINTL182_RS08470	[O] Posttranslational modification, protein turnover, chaperones	COG0484	KO:K03686	DnaJ-class molecular chaperone with C-terminal Zn finger domain
R. intestinalis	UP	ROSINTL182_RS08570	[G] Carbohydrate transport and metabolism	COG1879	KO:K17213	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain
R. intestinalis	DOWN	ROSINTL182_RS08735	[J] Translation, ribosomal structure and biogenesis	COG0143	KO:K01874	Methionyl-tRNA synthetase
R. intestinalis	DOWN	ROSINTL182_RS08740				
R. intestinalis	DOWN	ROSINTL182_RS08900	[K] Transcription	COG1954	KO:K02443	Glycerol-3-phosphate responsive antiterminator (mRNA-binding)
R. intestinalis	UP	ROSINTL182_RS09150				
R. intestinalis	DOWN	ROSINTL182_RS09240	[E] Amino acid transport and metabolism	COG2873	KO:K01740	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent
R. intestinalis	DOWN	ROSINTL182_RS09270	[T] Signal transduction mechanisms	COG0642		Signal transduction histidine kinase
R. intestinalis	UP	ROSINTL182_RS09315	[M] Cell wall/membrane/envelope biogenesis	COG1368		Phosphoglycerol transferase MdoB or a related enzyme of AlkP superfamily
R. intestinalis	UP	ROSINTL182_RS09615	[M] Cell wall/membrane/envelope biogenesis	COG4591	KO:K02004	ABC-type transport system, involved in lipoprotein release, permease component
R. intestinalis	DOWN	ROSINTL182_RS09995				
R. intestinalis	DOWN	ROSINTL182_RS10025			KO:K06320	
R. intestinalis	UP	ROSINTL182_RS10100				
R. intestinalis	UP	ROSINTL182_RS10105	[N] Cell motility - [K] Transcription	COG2747	KO:K02398	Negative regulator of flagellin synthesis (anti-sigma28 factor)
R. intestinalis	UP	ROSINTL182_RS10185	[E] Amino acid transport and metabolism - [G] Carbohydrate transport and metabolism	COG0129	KO:K01687	Dihydroxyacid dehydratase/phosphogluconate dehydratase
R. intestinalis	UP	ROSINTL182_RS10190	[G] Carbohydrate transport and metabolism - [R] General function prediction only	COG2610	KO:K03299 - KO:K06156	H+/gluconate symporter or related permease
R. intestinalis	DOWN	ROSINTL182_RS10220	[H] Coenzyme transport and metabolism	COG4822		Cobalamin biosynthesis protein CbiK, Co2+ chelatase
R. intestinalis	UP	ROSINTL182_RS10275	[P] Inorganic ion transport and metabolism - [E] Amino acid transport and metabolism	COG0444	KO:K15583	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component
R. intestinalis	UP	ROSINTL182_RS10280	[P] Inorganic ion transport and metabolism - [E] Amino acid transport and metabolism	COG1173	KO:K15582	ABC-type dipeptide/oligopeptide/nickel transport system, permease component
R. intestinalis	UP	ROSINTL182_RS10285	[P] Inorganic ion transport and metabolism - [E] Amino acid transport and metabolism	COG0601	KO:K15581	ABC-type dipeptide/oligopeptide/nickel transport system, permease component
R. intestinalis	UP	ROSINTL182_RS10300	[J] Translation, ribosomal structure and biogenesis	COG1179		tRNA A37 threonylcarbamoyladenosine dehydratase
R. intestinalis	UP	ROSINTL182_RS10305	[R] General function prediction only	COG1606	KO:K06864	ATP-utilizing enzyme, PP-loop superfamily
R. intestinalis	UP	ROSINTL182_RS10310				
R. intestinalis	UP	ROSINTL182_RS10315	[C] Energy production and conversion	COG0546	KO:K01091	Phosphoglycolate phosphatase, HAD superfamily
R. intestinalis	UP	ROSINTL182_RS10320	[R] General function prediction only	COG1453		Predicted oxidoreductase of the aldo/keto reductase family
R. intestinalis	UP	ROSINTL182_RS10325				
R. intestinalis	DOWN	ROSINTL182_RS10480	[J] Translation, ribosomal structure and biogenesis	COG0264	KO:K02357	Translation elongation factor EF-Ts
R. intestinalis	DOWN	ROSINTL182_RS10485	[J] Translation, ribosomal structure and biogenesis	COG0052	KO:K02967	Ribosomal protein S2
R. intestinalis	DOWN	ROSINTL182_RS10520	[T] Signal transduction mechanisms	COG1776	KO:K03410	Chemotaxis protein CheY-P-specific phosphatase CheC
R. intestinalis	DOWN	ROSINTL182_RS10530	[T] Signal transduction mechanisms - [N] Cell motility	COG0643	KO:K03407	Chemotaxis protein histidine kinase CheA
R. intestinalis	DOWN	ROSINTL182_RS10560	[N] Cell motility	COG1377	KO:K02401	Flagellar biosynthesis protein FlhB
R. intestinalis	DOWN	ROSINTL182_RS10565	[N] Cell motility	COG1684	KO:K02421	Flagellar biosynthesis protein FliR
R. intestinalis	UP	ROSINTL182_RS10625				
R. intestinalis	UP	ROSINTL182_RS10675	[N] Cell motility	COG1677	KO:K02408	Flagellar hook-basal body complex protein FliE
R. intestinalis	UP	ROSINTL182_RS10680	[N] Cell motility	COG1558	KO:K02388	Flagellar basal body rod protein FlgC
R. intestinalis	UP	ROSINTL182_RS10685	[N] Cell motility	COG1815	KO:K02387	Flagellar basal body rod protein FlgB
R. intestinalis	UP	ROSINTL182_RS10715	[J] Translation, ribosomal structure and biogenesis	COG0564	KO:K06180	Pseudouridylate synthase, 23S rRNA- or tRNA-specific
R. intestinalis	DOWN	ROSINTL182_RS10725	[G] Carbohydrate transport and metabolism	COG1523	KO:K02438	Pullulanase/glycogen debranching enzyme
R. intestinalis	UP	ROSINTL182_RS10745	[N] Cell motility - [T] Signal transduction mechanisms	COG0840		Methyl-accepting chemotaxis protein
R. intestinalis	UP	ROSINTL182_RS10750	[G] Carbohydrate transport and metabolism	COG2182	KO:K15770	Maltose-binding periplasmic protein MalE
R. intestinalis	UP	ROSINTL182_RS10870				
R. intestinalis	UP	ROSINTL182_RS11070	[L] Replication, recombination and repair	COG1961		Site-specific DNA recombinase related to the DNA invertase Pin
R. intestinalis	DOWN	ROSINTL182_RS11080	[L] Replication, recombination and repair	COG1961		Site-specific DNA recombinase related to the DNA invertase Pin
R. intestinalis	DOWN	ROSINTL182_RS11165	[S] Function unknown	COG4708		Uncharacterized membrane protein
R. intestinalis	UP	ROSINTL182_RS11245	[G] Carbohydrate transport and metabolism	COG1015	KO:K01839	Phosphopentomutase
R. intestinalis	DOWN	ROSINTL182_RS11280	[J] Translation, ribosomal structure and biogenesis - [R] General function prediction only	COG1418	KO:K18682	HD superfamily phosphodieaserase, includes HD domain of RNase Y
R. intestinalis	UP	ROSINTL182_RS11320	[K] Transcription	COG1846		DNA-binding transcriptional regulator, MarR family
R. intestinalis	UP	ROSINTL182_RS11330	[V] Defense mechanisms	COG1132	KO:K06147	ABC-type multidrug transport system, ATPase and permease component
R. intestinalis	UP	ROSINTL182_RS11350				
R. intestinalis	DOWN	ROSINTL182_RS11435	[T] Signal transduction mechanisms	COG2199		GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
R. intestinalis	UP	ROSINTL182_RS11480	[R] General function prediction only	COG1917		Cupin domain protein related to quercetin dioxygenase
R. intestinalis	DOWN	ROSINTL182_RS11520	[D] Cell cycle control, cell division, chromosome partitioning	COG0850	KO:K03610	Septum formation inhibitor MinC
R. intestinalis	DOWN	ROSINTL182_RS11525	[D] Cell cycle control, cell division, chromosome partitioning	COG2894	KO:K03609	Septum formation inhibitor-activating ATPase MinD
R. intestinalis	DOWN	ROSINTL182_RS11750	[L] Replication, recombination and repair	COG0592	KO:K02338	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog
R. intestinalis	UP	ROSINTL182_RS11955	[C] Energy production and conversion	COG0355	KO:K02114	FoF1-type ATP synthase, epsilon subunit
R. intestinalis	UP	ROSINTL182_RS11960	[C] Energy production and conversion	COG0055	KO:K02112	FoF1-type ATP synthase, beta subunit
R. intestinalis	UP	ROSINTL182_RS11970	[C] Energy production and conversion	COG0056	KO:K02111	FoF1-type ATP synthase, alpha subunit
R. intestinalis	UP	ROSINTL182_RS11990	[C] Energy production and conversion	COG0356	KO:K02108	FoF1-type ATP synthase, membrane subunit a
R. intestinalis	DOWN	ROSINTL182_RS12000				
R. intestinalis	UP	ROSINTL182_RS12020				
R. intestinalis	UP	ROSINTL182_RS12120	[P] Inorganic ion transport and metabolism	COG2217		Cation transport ATPase
R. intestinalis	UP	ROSINTL182_RS12160	[O] Posttranslational modification, protein turnover, chaperones	COG0234	KO:K04078	Co-chaperonin GroES (HSP10)
R. intestinalis	DOWN	ROSINTL182_RS12200				
R. intestinalis	DOWN	ROSINTL182_RS12250	[X] Mobilome: prophages, transposons	COG2801		Transposase InsO and inactivated derivatives
R. intestinalis	UP	ROSINTL182_RS12270				
R. intestinalis	UP	ROSINTL182_RS12285	[V] Defense mechanisms	COG1131		ABC-type multidrug transport system, ATPase component
R. intestinalis	UP	ROSINTL182_RS12295			KO:K01992	
R. intestinalis	DOWN	ROSINTL182_RS12320	[J] Translation, ribosomal structure and biogenesis	COG0203	KO:K02879	Ribosomal protein L17
R. intestinalis	DOWN	ROSINTL182_RS12325	[K] Transcription	COG0202	KO:K03040	DNA-directed RNA polymerase, alpha subunit/40 kD subunit
R. intestinalis	DOWN	ROSINTL182_RS12330	[J] Translation, ribosomal structure and biogenesis	COG0522	KO:K02986	Ribosomal protein S4 or related protein
R. intestinalis	DOWN	ROSINTL182_RS12335	[J] Translation, ribosomal structure and biogenesis	COG0100	KO:K02948	Ribosomal protein S11
R. intestinalis	DOWN	ROSINTL182_RS12370	[U] Intracellular trafficking, secretion, and vesicular transport	COG0201	KO:K03076	Preprotein translocase subunit SecY
R. intestinalis	DOWN	ROSINTL182_RS12385	[J] Translation, ribosomal structure and biogenesis	COG0098	KO:K02988	Ribosomal protein S5
R. intestinalis	DOWN	ROSINTL182_RS12400	[J] Translation, ribosomal structure and biogenesis	COG0096	KO:K02994	Ribosomal protein S8
R. intestinalis	DOWN	ROSINTL182_RS12430	[J] Translation, ribosomal structure and biogenesis	COG0255	KO:K02904	Ribosomal protein L29
R. intestinalis	DOWN	ROSINTL182_RS12455	[J] Translation, ribosomal structure and biogenesis	COG0090	KO:K02886	Ribosomal protein L2
R. intestinalis	DOWN	ROSINTL182_RS12635	[J] Translation, ribosomal structure and biogenesis	COG0595	KO:K12574	mRNA degradation ribonuclease J1/J2
R. intestinalis	DOWN	ROSINTL182_RS12740	[E] Amino acid transport and metabolism	COG0436	KO:K10206	Aspartate/methionine/tyrosine aminotransferase
R. intestinalis	DOWN	ROSINTL182_RS12770	[X] Mobilome: prophages, transposons	COG3344		Retron-type reverse transcriptase
R. intestinalis	DOWN	ROSINTL182_RS12810	[G] Carbohydrate transport and metabolism	COG1263	KO:K02804	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
R. intestinalis	DOWN	ROSINTL182_RS12815	[G] Carbohydrate transport and metabolism	COG2190	KO:K02757	Phosphotransferase system IIA component
R. intestinalis	DOWN	ROSINTL182_RS12820			KO:K03488	
R. intestinalis	DOWN	ROSINTL182_RS12835	[C] Energy production and conversion	COG0674	KO:K03737	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit
R. intestinalis	UP	ROSINTL182_RS12870	[O] Posttranslational modification, protein turnover, chaperones	COG0484	KO:K03686	DnaJ-class molecular chaperone with C-terminal Zn finger domain
R. intestinalis	DOWN	ROSINTL182_RS12940				
R. intestinalis	DOWN	ROSINTL182_RS13120	[J] Translation, ribosomal structure and biogenesis	COG0016	KO:K01889	Phenylalanyl-tRNA synthetase alpha subunit
R. intestinalis	DOWN	ROSINTL182_RS13210				
R. intestinalis	DOWN	ROSINTL182_RS13215	[C] Energy production and conversion	COG2878		Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfB subunit
R. intestinalis	DOWN	ROSINTL182_RS13220	[C] Energy production and conversion	COG4657	KO:K03617	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfA subunit
R. intestinalis	DOWN	ROSINTL182_RS13235	[C] Energy production and conversion	COG4658	KO:K03614 - KO:K03615	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfD subunit
R. intestinalis	DOWN	ROSINTL182_RS13240	[C] Energy production and conversion	COG4656	KO:K03615	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfC subunit
R. intestinalis	DOWN	ROSINTL182_RS13265	[I] Lipid transport and metabolism	COG0761	KO:K03527	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH
R. intestinalis	DOWN	ROSINTL182_RS13275	[R] General function prediction only	COG2081	KO:K07007	Predicted flavoprotein YhiN
R. intestinalis	UP	ROSINTL182_RS13320	[K] Transcription	COG1386	KO:K06024	Chromosome segregation and condensation protein ScpB
R. intestinalis	UP	ROSINTL182_RS13335	[I] Lipid transport and metabolism	COG1502	KO:K06131	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme
R. intestinalis	UP	ROSINTL182_RS13345				
R. intestinalis	DOWN	ROSINTL182_RS13415				
R. intestinalis	UP	ROSINTL182_RS13550	[K] Transcription	COG0583		DNA-binding transcriptional regulator, LysR family
R. intestinalis	UP	ROSINTL182_RS13560				
R. intestinalis	UP	ROSINTL182_RS13625	[K] Transcription	COG1609	KO:K02529	DNA-binding transcriptional regulator, LacI/PurR family
R. intestinalis	DOWN	ROSINTL182_RS13650	[U] Intracellular trafficking, secretion, and vesicular transport	COG1314	KO:K03075	Preprotein translocase subunit SecG
R. intestinalis	UP	ROSINTL182_RS13800				
R. intestinalis	UP	ROSINTL182_RS13805			KO:K05349	
R. intestinalis	UP	ROSINTL182_RS13845	[O] Posttranslational modification, protein turnover, chaperones	COG0071		Molecular chaperone IbpA, HSP20 family
R. intestinalis	UP	ROSINTL182_RS13875	[P] Inorganic ion transport and metabolism - [C] Energy production and conversion	COG1151	KO:K05601	Hydroxylamine reductase (hybrid-cluster protein)
R. intestinalis	UP	ROSINTL182_RS13880				
R. intestinalis	UP	ROSINTL182_RS13920				
R. intestinalis	DOWN	ROSINTL182_RS13940	[V] Defense mechanisms	COG0841	KO:K03296	Multidrug efflux pump subunit AcrB
R. intestinalis	DOWN	ROSINTL182_RS13955				
R. intestinalis	DOWN	ROSINTL182_RS13965	[K] Transcription	COG1609	KO:K02529	DNA-binding transcriptional regulator, LacI/PurR family
R. intestinalis	UP	ROSINTL182_RS14025			KO:K03574	
R. intestinalis	UP	ROSINTL182_RS14030	[F] Nucleotide transport and metabolism	COG1051	KO:K03574	ADP-ribose pyrophosphatase YjhB, NUDIX family
R. intestinalis	UP	ROSINTL182_RS14040	[V] Defense mechanisms	COG1132	KO:K06147	ABC-type multidrug transport system, ATPase and permease component
R. intestinalis	UP	ROSINTL182_RS14135	[E] Amino acid transport and metabolism	COG0436	KO:K11358	Aspartate/methionine/tyrosine aminotransferase
R. intestinalis	DOWN	ROSINTL182_RS14185	[G] Carbohydrate transport and metabolism	COG1175	KO:K15771	ABC-type sugar transport system, permease component
R. intestinalis	DOWN	ROSINTL182_RS14190	[G] Carbohydrate transport and metabolism	COG2182	KO:K15770	Maltose-binding periplasmic protein MalE
R. intestinalis	UP	ROSINTL182_RS14215	[G] Carbohydrate transport and metabolism	COG3405	KO:K15531	Endo-1,4-beta-D-glucanase Y
R. intestinalis	DOWN	ROSINTL182_RS14315	[F] Nucleotide transport and metabolism	COG0503	KO:K03816	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein
R. intestinalis	UP	ROSINTL182_RS14345	[L] Replication, recombination and repair	COG0177	KO:K10773	Endonuclease III
R. intestinalis	DOWN	ROSINTL182_RS14500			KO:K07258	
R. intestinalis	DOWN	ROSINTL182_RS14505				
R. intestinalis	DOWN	ROSINTL182_RS14515				
R. intestinalis	DOWN	ROSINTL182_RS14520	[R] General function prediction only	COG0325	KO:K06997	Uncharacterized pyridoxal phosphate-containing protein, affects Ilv metabolism, UPF0001 family
R. intestinalis	DOWN	ROSINTL182_RS14535	[E] Amino acid transport and metabolism	COG0337	KO:K01735	3-dehydroquinate synthetase
R. intestinalis	UP	ROSINTL182_RS14760	[S] Function unknown	COG5523		Uncharacterized membrane protein
R. intestinalis	UP	ROSINTL182_RS14835	[E] Amino acid transport and metabolism	COG4992	KO:K00821	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase
R. intestinalis	UP	ROSINTL182_RS14840	[E] Amino acid transport and metabolism	COG0548	KO:K00930	Acetylglutamate kinase
R. intestinalis	UP	ROSINTL182_RS14845	[E] Amino acid transport and metabolism	COG1364	KO:K00620	N-acetylglutamate synthase (N-acetylornithine aminotransferase)
R. intestinalis	UP	ROSINTL182_RS14855	[E] Amino acid transport and metabolism	COG0002	KO:K00145	N-acetyl-gamma-glutamylphosphate reductase
R. intestinalis	UP	ROSINTL182_RS15010	[O] Posttranslational modification, protein turnover, chaperones	COG0465	KO:K03798	ATP-dependent Zn proteases
R. intestinalis	UP	ROSINTL182_RS15030				
R. intestinalis	DOWN	ROSINTL182_RS15110	[K] Transcription	COG2378		Predicted DNA-binding transcriptional regulator YafY, contains an HTH and WYL domains
R. intestinalis	DOWN	ROSINTL182_RS15115	[S] Function unknown	COG4509	KO:K08600	Uncharacterized protein
R. intestinalis	DOWN	ROSINTL182_RS15130				
R. intestinalis	UP	ROSINTL182_RS15225	[C] Energy production and conversion	COG1979		Alcohol dehydrogenase YqhD, Fe-dependent ADH family
R. intestinalis	UP	ROSINTL182_RS15230			KO:K04079	
R. intestinalis	DOWN	ROSINTL182_RS15355	[J] Translation, ribosomal structure and biogenesis	COG0335	KO:K02884	Ribosomal protein L19
R. intestinalis	DOWN	ROSINTL182_RS15440	[S] Function unknown	COG1399	KO:K07040	Uncharacterized metal-binding protein YceD, DUF177 family
R. intestinalis	DOWN	ROSINTL182_RS15445	[C] Energy production and conversion	COG0282	KO:K00925	Acetate kinase
R. intestinalis	UP	ROSINTL182_RS15515	[S] Function unknown	COG4485		Uncharacterized membrane protein YfhO
R. intestinalis	UP	ROSINTL182_RS15520				
R. intestinalis	DOWN	ROSINTL182_RS15605	[S] Function unknown	COG4913		Uncharacterized protein YPO0396
R. intestinalis	UP	ROSINTL182_RS15620	[P] Inorganic ion transport and metabolism	COG2239	KO:K06213	Mg/Co/Ni transporter MgtE (contains CBS domain)
R. intestinalis	UP	ROSINTL182_RS15625				
R. intestinalis	UP	ROSINTL182_RS15670	[E] Amino acid transport and metabolism	COG0703	KO:K00891	Shikimate kinase
R. intestinalis	DOWN	ROSINTL182_RS15695	[E] Amino acid transport and metabolism	COG0182	KO:K08963	Methylthioribose-1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit
R. intestinalis	UP	ROSINTL182_RS15755	[J] Translation, ribosomal structure and biogenesis	COG1214		tRNA A37 threonylcarbamoyladenosine modification protein TsaB
R. intestinalis	UP	ROSINTL182_RS15775				
R. intestinalis	UP	ROSINTL182_RS15780	[J] Translation, ribosomal structure and biogenesis	COG0533	KO:K01409	tRNA A37 threonylcarbamoyltransferase TsaD
R. intestinalis	UP	ROSINTL182_RS15795				
R. intestinalis	DOWN	ROSINTL182_RS15930	[J] Translation, ribosomal structure and biogenesis	COG0231	KO:K02356	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)
R. intestinalis	DOWN	ROSINTL182_RS15950	[K] Transcription	COG1327	KO:K07738	Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains
R. intestinalis	UP	ROSINTL182_RS16070	[P] Inorganic ion transport and metabolism	COG2217	KO:K17686	Cation transport ATPase
R. intestinalis	UP	ROSINTL182_RS16075	[K] Transcription	COG1937		DNA-binding transcriptional regulator, FrmR family
R. intestinalis	UP	ROSINTL182_RS16080	[V] Defense mechanisms	COG0534		Na+-driven multidrug efflux pump
R. intestinalis	UP	ROSINTL182_RS16105				
R. intestinalis	UP	ROSINTL182_RS16115	[F] Nucleotide transport and metabolism - [T] Signal transduction mechanisms	COG2357	KO:K07816	ppGpp synthetase catalytic domain (RelA/SpoT-type nucleotidyltranferase)
R. intestinalis	UP	ROSINTL182_RS16190				
R. intestinalis	UP	ROSINTL182_RS16220				
R. intestinalis	DOWN	ROSINTL182_RS16235	[P] Inorganic ion transport and metabolism	COG1055		Na+/H+ antiporter NhaD or related arsenite permease
R. intestinalis	UP	ROSINTL182_RS16275	[M] Cell wall/membrane/envelope biogenesis	COG0438		Glycosyltransferase involved in cell wall bisynthesis
R. intestinalis	UP	ROSINTL182_RS16280	[R] General function prediction only	COG1636	KO:K09765	Predicted ATPase, Adenine nucleotide alpha hydrolases (AANH) superfamily
R. intestinalis	UP	ROSINTL182_RS16290	[E] Amino acid transport and metabolism	COG0136	KO:K00133	Aspartate-semialdehyde dehydrogenase
R. intestinalis	UP	ROSINTL182_RS16295	[R] General function prediction only	COG1672	KO:K06921	Predicted ATPase, archaeal AAA+ ATPase superfamily
R. intestinalis	UP	ROSINTL182_RS16300	[L] Replication, recombination and repair	COG0550	KO:K03169	DNA topoisomerase IA
R. intestinalis	DOWN	ROSINTL182_RS16325	[O] Posttranslational modification, protein turnover, chaperones	COG0822		NifU homolog involved in Fe-S cluster formation
R. intestinalis	DOWN	ROSINTL182_RS16330				
R. intestinalis	DOWN	ROSINTL182_RS16380	[J] Translation, ribosomal structure and biogenesis	COG0495	KO:K01869	Leucyl-tRNA synthetase
R. intestinalis	UP	ROSINTL182_RS16520	[P] Inorganic ion transport and metabolism	COG0735	KO:K03711	Fe2+ or Zn2+ uptake regulation protein
R. intestinalis	UP	ROSINTL182_RS16545	[G] Carbohydrate transport and metabolism	COG3250	KO:K01190	Beta-galactosidase/beta-glucuronidase
R. intestinalis	DOWN	ROSINTL182_RS16625				
R. intestinalis	DOWN	ROSINTL182_RS16660	[R] General function prediction only	COG1434		Uncharacterized SAM-binding protein YcdF, DUF218 family
R. intestinalis	UP	ROSINTL182_RS16955	[K] Transcription	COG3695	KO:K07443	Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain
R. intestinalis	UP	ROSINTL182_RS16965				
R. intestinalis	UP	ROSINTL182_RS16970				
R. intestinalis	DOWN	ROSINTL182_RS17000				
R. intestinalis	UP	ROSINTL182_RS17095	[I] Lipid transport and metabolism	COG0821	KO:K03526	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE
R. intestinalis	DOWN	ROSINTL182_RS17170	[J] Translation, ribosomal structure and biogenesis	COG0292	KO:K02887	Ribosomal protein L20
R. intestinalis	DOWN	ROSINTL182_RS17260	[K] Transcription	COG1846		DNA-binding transcriptional regulator, MarR family
R. intestinalis	DOWN	ROSINTL182_RS17265				
R. intestinalis	DOWN	ROSINTL182_RS17270				
R. intestinalis	DOWN	ROSINTL182_RS17290	[G] Carbohydrate transport and metabolism	COG1640	KO:K00705	4-alpha-glucanotransferase
R. intestinalis	DOWN	ROSINTL182_RS17300	[G] Carbohydrate transport and metabolism	COG1175	KO:K15771	ABC-type sugar transport system, permease component
R. intestinalis	DOWN	ROSINTL182_RS17305	[G] Carbohydrate transport and metabolism	COG3833	KO:K15772	ABC-type maltose transport system, permease component
R. intestinalis	DOWN	ROSINTL182_RS17435	[J] Translation, ribosomal structure and biogenesis	COG2265	KO:K03215	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family
R. intestinalis	DOWN	ROSINTL182_RS17650	[J] Translation, ribosomal structure and biogenesis	COG0050	KO:K02358	Translation elongation factor EF-Tu, a GTPase
R. intestinalis	DOWN	ROSINTL182_RS17660	[J] Translation, ribosomal structure and biogenesis	COG0049	KO:K02992	Ribosomal protein S7
R. intestinalis	UP	ROSINTL182_RS17680				
R. intestinalis	UP	ROSINTL182_RS17735	[R] General function prediction only - [E] Amino acid transport and metabolism	COG0493	KO:K00266	NADPH-dependent glutamate synthase beta chain or related oxidoreductase
R. intestinalis	UP	ROSINTL182_RS17740	[E] Amino acid transport and metabolism	COG0069	KO:K00284	Glutamate synthase domain 2
R. intestinalis	DOWN	ROSINTL182_RS17770	[L] Replication, recombination and repair	COG0188	KO:K02469	DNA gyrase/topoisomerase IV, subunit A
R. intestinalis	DOWN	ROSINTL182_RS17790	[G] Carbohydrate transport and metabolism	COG3839	KO:K10112	ABC-type sugar transport system, ATPase component
R. intestinalis	UP	ROSINTL182_RS17825	[R] General function prediction only	COG1160	KO:K03977	Predicted GTPases
R. intestinalis	UP	ROSINTL182_RS17835	[V] Defense mechanisms	COG1131	KO:K01990	ABC-type multidrug transport system, ATPase component
R. intestinalis	UP	ROSINTL182_RS17860	[X] Mobilome: prophages, transposons	COG3668		Plasmid stabilization system protein ParE
R. intestinalis	UP	ROSINTL182_RS17955				
R. intestinalis	UP	ROSINTL182_RS17990			KO:K07814	
R. intestinalis	DOWN	ROSINTL182_RS18075	[S] Function unknown	COG1655	KO:K09766	Uncharacterized protein, DUF2225 family
R. intestinalis	DOWN	ROSINTL182_RS18080	[J] Translation, ribosomal structure and biogenesis	COG0008	KO:K01886	Glutamyl- or glutaminyl-tRNA synthetase
R. intestinalis	DOWN	ROSINTL182_RS18145				
